Geneid	AEC.mock.I	AEC.mock.II	AEC.mock.III	AEC.WSN.I	AEC.WSN.II	AEC.WSN.III	AEC.WSN.PP1.I	AEC.WSN.PP1.II	AEC.WSN.PP1.III	AM.mock.I	AM.mock.II	AM.mock.III	AM.WSN.I	AM.WSN.II	AM.WSN.III	AM.WSN.PP1.I	AM.WSN.PP1.II	AM.WSN.PP1.III
ENSMUSG00000127589	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127592	13	15	0	8	7	9	0	37	32	18	0	19	4	6	0	4	0	7
ENSMUSG00000127593	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000127594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127597	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1
ENSMUSG00000127598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127599	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000127600	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000127601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127602	39	55	0	11	16	13	0	18	16	0	0	1	2	1	0	0	0	1
ENSMUSG00000127603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127604	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000127605	6	4	0	4	0	4	0	3	2	2	0	8	0	1	0	1	0	4
ENSMUSG00000127606	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000127607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127609	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0
ENSMUSG00000127610	25	28	1	20	25	14	0	21	12	45	0	6	10	14	0	36	23	45
ENSMUSG00000127611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127612	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000127613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000127615	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127616	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000127617	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127618	16	16	0	7	11	17	0	6	6	28	1	42	18	26	1	7	5	6
ENSMUSG00000127619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127620	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0
ENSMUSG00000127621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127624	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000127627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127629	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000127630	57	61	0	71	75	65	0	115	116	77	0	63	65	87	0	60	56	63
ENSMUSG00000127631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127633	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
ENSMUSG00000127634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127638	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127639	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000127640	0	0	0	0	0	0	0	0	0	1	2	3	1	2	3	2	1	1
ENSMUSG00000127641	1	2	0	2	3	2	0	6	1	1	0	0	2	1	2	0	0	0
ENSMUSG00000127642	40	40	1	11	14	16	1	54	41	49	0	48	19	21	0	19	11	13
ENSMUSG00000127643	22	17	29	10	13	11	28	14	18	0	2	0	0	0	1	0	0	0
ENSMUSG00000127644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127646	2	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0
ENSMUSG00000127647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127648	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
ENSMUSG00000127649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000127651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127652	3	0	2	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0
ENSMUSG00000127653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127655	36	26	0	14	16	25	0	12	14	36	0	21	10	13	0	42	30	57
ENSMUSG00000127656	19	12	0	9	4	3	0	7	11	2	1	1	1	2	1	0	0	5
ENSMUSG00000127657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127659	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127661	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127666	9	10	15	1	0	1	7	5	3	0	0	2	0	0	0	0	0	0
ENSMUSG00000127667	0	4	2	0	1	0	0	2	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000127668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127669	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127670	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	0	0	0
ENSMUSG00000127671	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	1	1	0
ENSMUSG00000127672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127674	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0
ENSMUSG00000127675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000127679	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127683	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000127684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127685	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000127686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127688	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000127689	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
ENSMUSG00000127690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127695	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0
ENSMUSG00000127696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127697	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127699	2	0	0	2	3	1	1	2	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000127700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127710	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000127711	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000127712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127713	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000127714	0	0	0	0	0	0	0	0	0	5	4	0	0	1	2	0	0	2
ENSMUSG00000127715	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127716	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000127717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127719	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127724	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127726	0	0	1	1	0	1	0	0	0	0	3	0	1	1	2	1	0	0
ENSMUSG00000127727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127729	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000127730	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127732	11	9	4	8	8	4	1	13	6	10	1	18	3	4	0	5	4	6
ENSMUSG00000127733	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000127734	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1
ENSMUSG00000127735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127737	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127738	40	36	0	34	32	28	0	30	32	30	10	77	43	65	3	18	11	24
ENSMUSG00000127739	5	4	0	3	5	3	0	10	9	3	0	3	0	1	0	2	0	0
ENSMUSG00000127740	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0
ENSMUSG00000127741	6	9	0	4	11	4	0	7	1	13	0	8	0	3	0	3	1	3
ENSMUSG00000127742	11	14	1	8	13	2	0	25	20	3	0	16	0	9	0	1	2	4
ENSMUSG00000127743	0	0	0	0	1	0	2	1	1	0	1	0	1	0	1	0	0	0
ENSMUSG00000127744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127745	0	1	1	2	0	2	0	2	7	1	0	0	1	4	0	2	0	1
ENSMUSG00000127746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127747	27	27	0	13	11	6	0	8	7	8	0	20	18	24	1	10	11	6
ENSMUSG00000127748	7	12	0	1	2	2	0	0	3	2	0	8	3	0	0	0	0	1
ENSMUSG00000127749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127750	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000127751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127753	2	2	4	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127754	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0
ENSMUSG00000127755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127763	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127765	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
ENSMUSG00000127766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127773	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
ENSMUSG00000127774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127777	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127778	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127781	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000127782	1	0	1	1	0	1	0	0	0	0	0	2	1	0	0	0	0	1
ENSMUSG00000127783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127785	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127791	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127794	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127795	0	0	1	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0
ENSMUSG00000127796	1	0	0	1	1	0	0	1	1	2	0	6	0	1	0	3	4	5
ENSMUSG00000127797	3	3	11	11	7	8	11	4	5	219	430	340	86	139	72	22	13	26
ENSMUSG00000127798	1	3	0	1	4	10	0	4	8	1	0	5	5	11	0	2	1	2
ENSMUSG00000127799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127800	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000127801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127811	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000127814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127816	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000127817	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000127818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127819	0	3	1	0	0	1	0	1	0	0	2	0	1	2	2	1	0	1
ENSMUSG00000127820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127827	21	18	0	7	10	5	0	19	20	14	0	10	23	18	0	9	10	7
ENSMUSG00000127828	2	0	0	0	2	0	0	2	2	2	0	1	2	1	1	1	1	4
ENSMUSG00000127829	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127830	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000127831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127833	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0
ENSMUSG00000127834	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000127835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127844	0	0	2	0	0	0	0	0	2	0	4	5	1	2	0	0	0	0
ENSMUSG00000127845	0	0	1	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000127846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127848	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127849	3	1	2	3	3	2	0	2	4	1	0	0	0	0	0	1	0	0
ENSMUSG00000127850	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
ENSMUSG00000127852	9	11	0	7	5	4	0	5	9	0	0	0	0	0	0	0	0	0
ENSMUSG00000127853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127856	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127857	0	0	0	0	0	1	0	0	0	11	1	29	9	13	0	17	8	9
ENSMUSG00000127858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127863	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000127864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127867	0	0	0	1	1	2	0	2	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000127868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127874	9	20	3	6	2	9	8	6	10	1	0	4	7	4	0	0	0	0
ENSMUSG00000127875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127876	4	4	12	6	7	9	18	8	7	2	0	0	0	0	0	0	0	0
ENSMUSG00000127877	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000127878	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127880	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000127881	20	13	0	3	13	5	0	9	7	2	0	11	5	8	0	6	0	3
ENSMUSG00000127882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000127884	49	51	5	10	13	16	1	3	12	4	0	46	3	5	0	0	0	0
ENSMUSG00000127885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
