cell_type,biological_question,contrast,gene_label,gene_id,regulation,log2FoldChange,abs_log2FoldChange,padj,biotype,chromosome,description
AM,Inhibitor effect,WSN_PP1 vs WSN,P2ry13,ENSMUSG00000036362,Upregulated,4.602,4.602,2.13e-05,protein_coding,3,"purinergic receptor P2Y, G-protein coupled 13"
AM,Inhibitor effect,WSN_PP1 vs WSN,Slc39a8,ENSMUSG00000053897,Upregulated,2.084,2.084,2.17e-05,protein_coding,3,"solute carrier family 39 (metal ion transporter), member 8"
AM,Inhibitor effect,WSN_PP1 vs WSN,Lgals4,ENSMUSG00000053964,Downregulated,-5.181,5.181,2.19e-05,protein_coding,7,"lectin, galactose binding, soluble 4"
AM,Inhibitor effect,WSN_PP1 vs WSN,Pmaip1,ENSMUSG00000024521,Downregulated,-2.148,2.148,2.20e-05,protein_coding,18,phorbol-12-myristate-13-acetate-induced protein 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Ltc4s,ENSMUSG00000020377,Upregulated,3.725,3.725,2.20e-05,protein_coding,11,leukotriene C4 synthase
AM,Inhibitor effect,WSN_PP1 vs WSN,Itln1,ENSMUSG00000038209,Downregulated,-7.36,7.36,2.21e-05,protein_coding,1,intelectin 1 (galactofuranose binding)
AM,Inhibitor effect,WSN_PP1 vs WSN,Rarres2,ENSMUSG00000009281,Downregulated,-2.134,2.134,2.22e-05,protein_coding,6,retinoic acid receptor responder (tazarotene induced) 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Brd10,ENSMUSG00000046138,Downregulated,-2.923,2.923,2.28e-05,protein_coding,19,bromodomain containing 10
AM,Inhibitor effect,WSN_PP1 vs WSN,Stat4,ENSMUSG00000062939,Downregulated,-2.139,2.139,2.37e-05,protein_coding,1,signal transducer and activator of transcription 4
AM,Inhibitor effect,WSN_PP1 vs WSN,Cpeb2,ENSMUSG00000039782,Downregulated,-2.394,2.394,2.44e-05,protein_coding,5,cytoplasmic polyadenylation element binding protein 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Zfp292,ENSMUSG00000039967,Downregulated,-3.193,3.193,2.55e-05,protein_coding,4,zinc finger protein 292
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm32695,ENSMUSG00000120034,Upregulated,3.358,3.358,2.71e-05,lncRNA,7,32695
AM,Inhibitor effect,WSN_PP1 vs WSN,Gpr157,ENSMUSG00000047875,Downregulated,-2.124,2.124,2.83e-05,protein_coding,4,G protein-coupled receptor 157
AM,Inhibitor effect,WSN_PP1 vs WSN,Jchain,ENSMUSG00000067149,Upregulated,2.382,2.382,2.87e-05,protein_coding,5,immunoglobulin joining chain
AM,Inhibitor effect,WSN_PP1 vs WSN,Brd8,ENSMUSG00000003778,Downregulated,-2.522,2.522,2.90e-05,protein_coding,18,bromodomain containing 8
AM,Inhibitor effect,WSN_PP1 vs WSN,Col6a2,ENSMUSG00000020241,Upregulated,2.365,2.365,2.90e-05,protein_coding,10,"collagen, type VI, alpha 2"
AM,Inhibitor effect,WSN_PP1 vs WSN,Snn,ENSMUSG00000037972,Upregulated,3.86,3.86,2.94e-05,protein_coding,16,stannin
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm56783,ENSMUSG00000120231,Upregulated,2.452,2.452,2.97e-05,lncRNA,3,56783
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm71725,ENSMUSG00000122751,Upregulated,2.224,2.224,2.97e-05,lncRNA,7,71725
AM,Inhibitor effect,WSN_PP1 vs WSN,Lgals3,ENSMUSG00000050335,Upregulated,2.26,2.26,3.04e-05,protein_coding,14,"lectin, galactose binding, soluble 3"
AM,Inhibitor effect,WSN_PP1 vs WSN,Fam193b,ENSMUSG00000021495,Downregulated,-4.361,4.361,3.06e-05,protein_coding,13,"family with sequence similarity 193, member B"
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm1720,ENSMUSG00000086860,Downregulated,-6.874,6.874,3.18e-05,lncRNA,X,predicted gene 1720
AM,Inhibitor effect,WSN_PP1 vs WSN,E530011L22Rik,ENSMUSG00000097820,Downregulated,-2.97,2.97,3.21e-05,lncRNA,9,E530011L22 gene
AM,Inhibitor effect,WSN_PP1 vs WSN,Ctsf,ENSMUSG00000083282,Upregulated,2.081,2.081,3.23e-05,protein_coding,19,cathepsin F
AM,Inhibitor effect,WSN_PP1 vs WSN,Htr2a,ENSMUSG00000034997,Upregulated,2.067,2.067,3.23e-05,protein_coding,14,5-hydroxytryptamine (serotonin) receptor 2A
AM,Inhibitor effect,WSN_PP1 vs WSN,Snhg5,ENSMUSG00000097195,Downregulated,-4.683,4.683,3.26e-05,lncRNA,9,small nucleolar RNA host gene 5
AM,Inhibitor effect,WSN_PP1 vs WSN,Ccnl1,ENSMUSG00000027829,Downregulated,-2.543,2.543,3.29e-05,protein_coding,3,cyclin L1
AM,Inhibitor effect,WSN_PP1 vs WSN,1700060J05Rik,ENSMUSG00000084970,Upregulated,3.125,3.125,3.30e-05,lncRNA,4,1700060J05 gene
AM,Inhibitor effect,WSN_PP1 vs WSN,Cfap210,ENSMUSG00000070883,Downregulated,-2.557,2.557,3.56e-05,protein_coding,2,cilia and flagella associated protein 210
AM,Inhibitor effect,WSN_PP1 vs WSN,Ear2,ENSMUSG00000072596,Upregulated,6.961,6.961,3.58e-05,protein_coding,14,"eosinophil-associated, ribonuclease A family, member 2"
AM,Inhibitor effect,WSN_PP1 vs WSN,Fdps,ENSMUSG00000059743,Upregulated,2.756,2.756,3.71e-05,protein_coding,3,farnesyl diphosphate synthetase
AM,Inhibitor effect,WSN_PP1 vs WSN,Myo1a,ENSMUSG00000025401,Downregulated,-6.85,6.85,3.73e-05,protein_coding,10,myosin IA
AM,Inhibitor effect,WSN_PP1 vs WSN,Foxj2,ENSMUSG00000003154,Downregulated,-2.199,2.199,3.73e-05,protein_coding,6,forkhead box J2
AM,Inhibitor effect,WSN_PP1 vs WSN,Plxdc1,ENSMUSG00000017417,Upregulated,2.635,2.635,3.83e-05,protein_coding,11,plexin domain containing 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Nrp2,ENSMUSG00000025969,Upregulated,2.056,2.056,3.83e-05,protein_coding,1,neuropilin 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Raver2,ENSMUSG00000035275,Downregulated,-4.853,4.853,3.97e-05,protein_coding,4,"ribonucleoprotein, PTB-binding 2"
AM,Inhibitor effect,WSN_PP1 vs WSN,Nt5e,ENSMUSG00000032420,Downregulated,-3.651,3.651,4.00e-05,protein_coding,9,"5' nucleotidase, ecto"
AM,Inhibitor effect,WSN_PP1 vs WSN,Pou2f2,ENSMUSG00000008496,Downregulated,-2.817,2.817,4.01e-05,protein_coding,7,"POU domain, class 2, transcription factor 2"
AM,Inhibitor effect,WSN_PP1 vs WSN,Sult1a1,ENSMUSG00000030711,Upregulated,4.103,4.103,4.09e-05,protein_coding,7,"sulfotransferase family 1A, phenol-preferring, member 1"
AM,Inhibitor effect,WSN_PP1 vs WSN,Ube2c,ENSMUSG00000001403,Upregulated,4.234,4.234,4.15e-05,protein_coding,2,ubiquitin-conjugating enzyme E2C
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm64487,ENSMUSG00000141737,Downregulated,-3.323,3.323,4.39e-05,lncRNA,8,64487
AM,Inhibitor effect,WSN_PP1 vs WSN,Pgap1,ENSMUSG00000073678,Upregulated,2.035,2.035,4.44e-05,protein_coding,1,post-GPI attachment to proteins 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm16567,ENSMUSG00000089961,Downregulated,-3.149,3.149,4.46e-05,lncRNA,6,predicted gene 16567
AM,Inhibitor effect,WSN_PP1 vs WSN,Cd55os,ENSMUSG00000087691,Downregulated,-6.775,6.775,4.47e-05,lncRNA,1,"CD55 molecule, opposite strand sequence"
AM,Inhibitor effect,WSN_PP1 vs WSN,Ppbp,ENSMUSG00000029372,Upregulated,3.425,3.425,4.70e-05,protein_coding,5,pro-platelet basic protein
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm62125,ENSMUSG00000143177,Upregulated,2.493,2.493,4.70e-05,lncRNA,X,62125
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm56862,ENSMUSG00000121092,Upregulated,2.236,2.236,4.75e-05,lncRNA,8,56862
AM,Inhibitor effect,WSN_PP1 vs WSN,Zbtb11,ENSMUSG00000022601,Downregulated,-2.0,2.0,4.75e-05,protein_coding,16,zinc finger and BTB domain containing 11
AM,Inhibitor effect,WSN_PP1 vs WSN,Map3k14,ENSMUSG00000020941,Downregulated,-3.319,3.319,4.99e-05,protein_coding,11,mitogen-activated protein kinase kinase kinase 14
AM,Inhibitor effect,WSN_PP1 vs WSN,Zfp217,ENSMUSG00000052056,Downregulated,-2.504,2.504,5.09e-05,protein_coding,2,zinc finger protein 217
AM,Inhibitor effect,WSN_PP1 vs WSN,Napsa,ENSMUSG00000002204,Upregulated,2.661,2.661,5.13e-05,protein_coding,7,napsin A aspartic peptidase
AM,Inhibitor effect,WSN_PP1 vs WSN,Fap,ENSMUSG00000000392,Downregulated,-3.088,3.088,5.22e-05,protein_coding,2,fibroblast activation protein
AM,Inhibitor effect,WSN_PP1 vs WSN,Pla2g2d,ENSMUSG00000041202,Upregulated,4.612,4.612,5.41e-05,protein_coding,4,"phospholipase A2, group IID"
AM,Inhibitor effect,WSN_PP1 vs WSN,H2-Q7,ENSMUSG00000060550,Downregulated,-3.178,3.178,5.49e-05,protein_coding,17,"histocompatibility 2, Q region locus 7"
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm75346,ENSMUSG00000136695,Downregulated,-2.051,2.051,5.54e-05,lncRNA,2,75346
AM,Inhibitor effect,WSN_PP1 vs WSN,Birc5,ENSMUSG00000017716,Upregulated,3.294,3.294,5.74e-05,protein_coding,11,baculoviral IAP repeat-containing 5
AM,Inhibitor effect,WSN_PP1 vs WSN,Klra2,ENSMUSG00000030187,Downregulated,-3.062,3.062,5.76e-05,protein_coding,6,"killer cell lectin-like receptor, subfamily A, member 2"
AM,Inhibitor effect,WSN_PP1 vs WSN,Golga4,ENSMUSG00000038708,Downregulated,-2.92,2.92,5.77e-05,protein_coding,9,golgin A4
AM,Inhibitor effect,WSN_PP1 vs WSN,Cep83os,ENSMUSG00000097164,Downregulated,-2.032,2.032,5.78e-05,lncRNA,10,"centrosomal protein 83, opposite strand"
AM,Inhibitor effect,WSN_PP1 vs WSN,Zfp638,ENSMUSG00000030016,Downregulated,-2.295,2.295,6.12e-05,protein_coding,6,zinc finger protein 638
AM,Inhibitor effect,WSN_PP1 vs WSN,Tbx3,ENSMUSG00000018604,Downregulated,-2.936,2.936,6.37e-05,protein_coding,5,T-box 3
AM,Inhibitor effect,WSN_PP1 vs WSN,Cd163,ENSMUSG00000008845,Upregulated,5.524,5.524,6.39e-05,protein_coding,6,CD163 antigen
AM,Inhibitor effect,WSN_PP1 vs WSN,1700113A16Rik,ENSMUSG00000096935,Downregulated,-3.435,3.435,6.64e-05,lncRNA,3,1700113A16 gene
AM,Inhibitor effect,WSN_PP1 vs WSN,Chd7,ENSMUSG00000041235,Downregulated,-3.811,3.811,6.72e-05,protein_coding,4,chromodomain helicase DNA binding protein 7
AM,Inhibitor effect,WSN_PP1 vs WSN,Ubn2,ENSMUSG00000038538,Downregulated,-2.446,2.446,6.85e-05,protein_coding,6,ubinuclein 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm71838,ENSMUSG00000122442,Upregulated,3.056,3.056,7.28e-05,lncRNA,11,71838
AM,Inhibitor effect,WSN_PP1 vs WSN,Serpina3f,ENSMUSG00000066363,Upregulated,3.132,3.132,7.52e-05,protein_coding,12,"serine (or cysteine) peptidase inhibitor, clade A, member 3F"
AM,Inhibitor effect,WSN_PP1 vs WSN,Igkv2-109,ENSMUSG00000105606,Downregulated,-4.35,4.35,7.54e-05,IG_V_gene,6,immunoglobulin kappa variable 2-109
AM,Inhibitor effect,WSN_PP1 vs WSN,Pclaf,ENSMUSG00000040204,Upregulated,3.874,3.874,7.73e-05,protein_coding,9,PCNA clamp associated factor
AM,Inhibitor effect,WSN_PP1 vs WSN,Clec7a,ENSMUSG00000079293,Upregulated,2.638,2.638,7.74e-05,protein_coding,6,"C-type lectin domain family 7, member a"
AM,Inhibitor effect,WSN_PP1 vs WSN,mt-Nd4,ENSMUSG00000064363,Upregulated,2.129,2.129,7.89e-05,protein_coding,MT,mitochondrially encoded NADH dehydrogenase 4
AM,Inhibitor effect,WSN_PP1 vs WSN,Arid1b,ENSMUSG00000069729,Downregulated,-2.407,2.407,7.92e-05,protein_coding,17,AT-rich interaction domain 1B
AM,Inhibitor effect,WSN_PP1 vs WSN,Arrdc2,ENSMUSG00000002910,Downregulated,-5.289,5.289,7.99e-05,protein_coding,8,arrestin domain containing 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Incenp,ENSMUSG00000024660,Downregulated,-2.318,2.318,8.09e-05,protein_coding,19,inner centromere protein
AM,Inhibitor effect,WSN_PP1 vs WSN,Carmil2,ENSMUSG00000050357,Downregulated,-4.278,4.278,8.17e-05,protein_coding,8,capping protein regulator and myosin 1 linker 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Adgrg6,ENSMUSG00000039116,Downregulated,-2.696,2.696,8.21e-05,protein_coding,10,adhesion G protein-coupled receptor G6
AM,Inhibitor effect,WSN_PP1 vs WSN,Adap2os,ENSMUSG00000086507,Downregulated,-2.861,2.861,8.41e-05,lncRNA,11,"ArfGAP with dual PH domains 2, opposite strand"
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm75556,ENSMUSG00000140457,Upregulated,2.702,2.702,8.55e-05,lncRNA,2,75556
AM,Inhibitor effect,WSN_PP1 vs WSN,Pde1b,ENSMUSG00000022489,Downregulated,-3.468,3.468,8.56e-05,protein_coding,15,"phosphodiesterase 1B, Ca2+-calmodulin dependent"
AM,Inhibitor effect,WSN_PP1 vs WSN,Fgd3,ENSMUSG00000037946,Downregulated,-2.927,2.927,8.68e-05,protein_coding,13,"FYVE, RhoGEF and PH domain containing 3"
AM,Inhibitor effect,WSN_PP1 vs WSN,Pprc1,ENSMUSG00000055491,Downregulated,-2.083,2.083,8.68e-05,protein_coding,19,"peroxisome proliferative activated receptor, gamma, coactivator-related 1"
AM,Inhibitor effect,WSN_PP1 vs WSN,Ednrb,ENSMUSG00000022122,Upregulated,2.554,2.554,8.86e-05,protein_coding,14,endothelin receptor type B
AM,Inhibitor effect,WSN_PP1 vs WSN,Trdc,ENSMUSG00000104876,Downregulated,-5.55,5.55,8.87e-05,TR_C_gene,14,"T cell receptor delta, constant region"
AM,Inhibitor effect,WSN_PP1 vs WSN,Ankrd12,ENSMUSG00000034647,Downregulated,-2.006,2.006,8.98e-05,protein_coding,17,ankyrin repeat domain 12
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm47079,ENSMUSG00000110790,Upregulated,2.567,2.567,9.01e-05,lncRNA,9,47079
AM,Inhibitor effect,WSN_PP1 vs WSN,Tpr,ENSMUSG00000006005,Downregulated,-2.361,2.361,9.08e-05,protein_coding,1,"translocated promoter region, nuclear basket protein"
AM,Inhibitor effect,WSN_PP1 vs WSN,Smad7,ENSMUSG00000025880,Downregulated,-2.984,2.984,9.13e-05,protein_coding,18,SMAD family member 7
AM,Inhibitor effect,WSN_PP1 vs WSN,Nfatc4,ENSMUSG00000023411,Downregulated,-3.695,3.695,9.16e-05,protein_coding,14,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4"
AM,Inhibitor effect,WSN_PP1 vs WSN,Gigyf1,ENSMUSG00000029714,Downregulated,-3.772,3.772,9.22e-05,protein_coding,5,GRB10 interacting GYF protein 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm68494,ENSMUSG00000124676,Downregulated,-2.106,2.106,9.29e-05,lncRNA,4,68494
AM,Inhibitor effect,WSN_PP1 vs WSN,Gdf3,ENSMUSG00000030117,Upregulated,4.193,4.193,9.68e-05,protein_coding,6,growth differentiation factor 3
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm49482,ENSMUSG00000116308,Upregulated,3.209,3.209,9.68e-05,lncRNA,15,49482
AM,Inhibitor effect,WSN_PP1 vs WSN,Serpina3g,ENSMUSG00000041481,Upregulated,3.047,3.047,9.74e-05,protein_coding,12,"serine (or cysteine) peptidase inhibitor, clade A, member 3G"
AM,Inhibitor effect,WSN_PP1 vs WSN,Sfrp2,ENSMUSG00000027996,Upregulated,3.548,3.548,9.85e-05,protein_coding,3,secreted frizzled-related protein 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Icam1,ENSMUSG00000037405,Upregulated,2.436,2.436,9.85e-05,protein_coding,9,intercellular adhesion molecule 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Tcf20,ENSMUSG00000041852,Downregulated,-2.536,2.536,9.88e-05,protein_coding,15,transcription factor 20
AM,Inhibitor effect,WSN_PP1 vs WSN,Eya4,ENSMUSG00000010461,Downregulated,-2.288,2.288,9.92e-05,protein_coding,10,EYA transcriptional coactivator and phosphatase 4
AM,Inhibitor effect,WSN_PP1 vs WSN,Akap8,ENSMUSG00000024045,Downregulated,-2.136,2.136,1.00e-04,protein_coding,17,A kinase anchor protein 8
AM,Inhibitor effect,WSN_PP1 vs WSN,Eea1,ENSMUSG00000036499,Downregulated,-2.278,2.278,1.02e-04,protein_coding,10,early endosome antigen 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Hspb1,ENSMUSG00000004951,Downregulated,-3.08,3.08,1.04e-04,protein_coding,5,heat shock protein 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Snx30,ENSMUSG00000028385,Downregulated,-2.396,2.396,1.06e-04,protein_coding,4,sorting nexin family member 30
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm50022,ENSMUSG00000117379,Upregulated,2.876,2.876,1.07e-04,lncRNA,17,50022
AM,Inhibitor effect,WSN_PP1 vs WSN,Tsc1,ENSMUSG00000026812,Downregulated,-2.807,2.807,1.08e-04,protein_coding,2,TSC complex subunit 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm45606,ENSMUSG00000109715,Downregulated,-2.091,2.091,1.08e-04,lncRNA,11,predicted gene 45606
AM,Inhibitor effect,WSN_PP1 vs WSN,Kat6b,ENSMUSG00000021767,Downregulated,-3.273,3.273,1.09e-04,protein_coding,14,K(lysine) acetyltransferase 6B
AM,Inhibitor effect,WSN_PP1 vs WSN,Slc25a23,ENSMUSG00000046329,Upregulated,4.021,4.021,1.12e-04,protein_coding,17,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"
AM,Inhibitor effect,WSN_PP1 vs WSN,Nicn1,ENSMUSG00000032606,Upregulated,2.033,2.033,1.13e-04,protein_coding,9,nicolin 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Gpbp1l1,ENSMUSG00000034042,Downregulated,-2.407,2.407,1.14e-04,protein_coding,4,GC-rich promoter binding protein 1-like 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Zyx,ENSMUSG00000029860,Upregulated,2.037,2.037,1.15e-04,protein_coding,6,zyxin
AM,Inhibitor effect,WSN_PP1 vs WSN,Cpne8,ENSMUSG00000052560,Upregulated,2.1,2.1,1.15e-04,protein_coding,15,copine VIII
AM,Inhibitor effect,WSN_PP1 vs WSN,Runx2,ENSMUSG00000039153,Downregulated,-2.082,2.082,1.16e-04,protein_coding,17,runt related transcription factor 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Plekha6,ENSMUSG00000041757,Downregulated,-3.857,3.857,1.17e-04,protein_coding,1,"pleckstrin homology domain containing, family A member 6"
AM,Inhibitor effect,WSN_PP1 vs WSN,Aoc2,ENSMUSG00000078651,Downregulated,-3.426,3.426,1.17e-04,protein_coding,11,amine oxidase copper containing 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Nox1,ENSMUSG00000031257,Upregulated,3.288,3.288,1.17e-04,protein_coding,X,NADPH oxidase 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Igkv1-110,ENSMUSG00000093861,Downregulated,-2.326,2.326,1.17e-04,IG_V_gene,6,immunoglobulin kappa variable 1-110
AM,Inhibitor effect,WSN_PP1 vs WSN,Nfat5,ENSMUSG00000003847,Downregulated,-2.093,2.093,1.20e-04,protein_coding,8,nuclear factor of activated T cells 5
AM,Inhibitor effect,WSN_PP1 vs WSN,Siglecf,ENSMUSG00000039013,Upregulated,3.825,3.825,1.21e-04,protein_coding,7,sialic acid binding Ig-like lectin F
AM,Inhibitor effect,WSN_PP1 vs WSN,Hmcn2,ENSMUSG00000055632,Downregulated,-3.166,3.166,1.24e-04,protein_coding,2,hemicentin 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm64945,ENSMUSG00000132147,Upregulated,2.371,2.371,1.24e-04,lncRNA,8,64945
AM,Inhibitor effect,WSN_PP1 vs WSN,St3gal4,ENSMUSG00000032038,Upregulated,2.165,2.165,1.30e-04,protein_coding,9,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
AM,Inhibitor effect,WSN_PP1 vs WSN,Mamdc2,ENSMUSG00000033207,Upregulated,4.909,4.909,1.32e-04,protein_coding,19,MAM domain containing 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Prr14l,ENSMUSG00000054280,Downregulated,-2.487,2.487,1.32e-04,protein_coding,5,proline rich 14-like
AM,Inhibitor effect,WSN_PP1 vs WSN,Acp3,ENSMUSG00000032561,Downregulated,-4.517,4.517,1.37e-04,protein_coding,9,acid phosphatase 3
AM,Inhibitor effect,WSN_PP1 vs WSN,Tnrc6a,ENSMUSG00000052707,Downregulated,-2.255,2.255,1.38e-04,protein_coding,7,trinucleotide repeat containing 6a
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm42047,ENSMUSG00000110631,Downregulated,-3.544,3.544,1.38e-04,lncRNA,8,42047
AM,Inhibitor effect,WSN_PP1 vs WSN,Ssc5d,ENSMUSG00000035279,Downregulated,-3.495,3.495,1.39e-04,protein_coding,7,"scavenger receptor cysteine rich family, 5 domains"
AM,Inhibitor effect,WSN_PP1 vs WSN,AV051173,ENSMUSG00000129030,Upregulated,2.352,2.352,1.41e-04,lncRNA,4,expressed sequence AV051173
AM,Inhibitor effect,WSN_PP1 vs WSN,Cntrl,ENSMUSG00000057110,Downregulated,-3.633,3.633,1.43e-04,protein_coding,2,centriolin
AM,Inhibitor effect,WSN_PP1 vs WSN,Ak8,ENSMUSG00000026807,Upregulated,2.724,2.724,1.46e-04,protein_coding,2,adenylate kinase 8
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm52546,ENSMUSG00000130853,Downregulated,-6.487,6.487,1.47e-04,lncRNA,2,52546
AM,Inhibitor effect,WSN_PP1 vs WSN,Slit3,ENSMUSG00000056427,Downregulated,-5.246,5.246,1.47e-04,protein_coding,11,slit guidance ligand 3
AM,Inhibitor effect,WSN_PP1 vs WSN,Tmprss2,ENSMUSG00000000385,Downregulated,-3.103,3.103,1.48e-04,protein_coding,16,"transmembrane protease, serine 2"
AM,Inhibitor effect,WSN_PP1 vs WSN,Cdca3,ENSMUSG00000023505,Upregulated,3.789,3.789,1.49e-04,protein_coding,6,cell division cycle associated 3
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm67938,ENSMUSG00000140072,Downregulated,-2.337,2.337,1.49e-04,lncRNA,6,67938
AM,Inhibitor effect,WSN_PP1 vs WSN,Gm71280,ENSMUSG00000122927,Upregulated,2.34,2.34,1.50e-04,lncRNA,5,71280
AM,Inhibitor effect,WSN_PP1 vs WSN,Jpt2,ENSMUSG00000024165,Upregulated,2.486,2.486,1.53e-04,protein_coding,17,Jupiter microtubule associated homolog 2
AM,Inhibitor effect,WSN_PP1 vs WSN,Chaserr,ENSMUSG00000101970,Downregulated,-2.489,2.489,1.54e-04,lncRNA,7,CHD2 adjacent suppressive regulatory RNA
AM,Inhibitor effect,WSN_PP1 vs WSN,Cmtm6,ENSMUSG00000032434,Upregulated,2.642,2.642,1.55e-04,protein_coding,9,CKLF-like MARVEL transmembrane domain containing 6
AM,Inhibitor effect,WSN_PP1 vs WSN,Ttll3,ENSMUSG00000030276,Downregulated,-6.47,6.47,1.65e-04,protein_coding,6,"tubulin tyrosine ligase-like family, member 3"
AM,Inhibitor effect,WSN_PP1 vs WSN,Tk1,ENSMUSG00000025574,Upregulated,2.75,2.75,1.66e-04,protein_coding,11,thymidine kinase 1
AM,Inhibitor effect,WSN_PP1 vs WSN,Inpp1,ENSMUSG00000026102,Upregulated,2.539,2.539,1.70e-04,protein_coding,1,inositol polyphosphate-1-phosphatase
AM,Inhibitor effect,WSN_PP1 vs WSN,Abcg3,ENSMUSG00000029299,Upregulated,3.939,3.939,1.70e-04,protein_coding,5,ATP binding cassette subfamily G member 3
AM,Inhibitor effect,WSN_PP1 vs WSN,2410087M07Rik,ENSMUSG00000136541,Downregulated,-6.09,6.09,1.71e-04,lncRNA,2,2410087M07 gene
AM,Inhibitor effect,WSN_PP1 vs WSN,Ubtf,ENSMUSG00000020923,Downregulated,-2.062,2.062,1.76e-04,protein_coding,11,"upstream binding transcription factor, RNA polymerase I"
AM,Inhibitor effect,WSN_PP1 vs WSN,mt-Cytb,ENSMUSG00000064370,Upregulated,2.205,2.205,1.79e-04,protein_coding,MT,mitochondrially encoded cytochrome b
AM,Inhibitor effect,WSN_PP1 vs WSN,Tuba1a,ENSMUSG00000072235,Upregulated,2.219,2.219,1.79e-04,protein_coding,15,"tubulin, alpha 1A"
AM,Inhibitor effect,WSN_PP1 vs WSN,Matk,ENSMUSG00000004933,Upregulated,6.943,6.943,1.80e-04,protein_coding,10,megakaryocyte-associated tyrosine kinase
AM,Inhibitor effect,WSN_PP1 vs WSN,Car3,ENSMUSG00000027559,Upregulated,6.782,6.782,1.85e-04,protein_coding,3,carbonic anhydrase 3
AM,Inhibitor effect,WSN_PP1 vs WSN,Gfi1b,ENSMUSG00000026815,Downregulated,-6.074,6.074,1.86e-04,protein_coding,2,growth factor independent 1B
AM,Inhibitor effect,WSN_PP1 vs WSN,Prrg1,ENSMUSG00000047996,Upregulated,2.659,2.659,1.88e-04,protein_coding,X,proline rich Gla (G-carboxyglutamic acid) 1
AM,Inhibitor effect,WSN_PP1 vs WSN,C430002N11Rik,ENSMUSG00000101581,Downregulated,-3.117,3.117,1.89e-04,lncRNA,9,C430002N11 gene
AM,Inhibitor effect,WSN_PP1 vs WSN,Ppm1d,ENSMUSG00000020525,Downregulated,-2.182,2.182,1.90e-04,protein_coding,11,"protein phosphatase 1D magnesium-dependent, delta isoform"
AM,Inhibitor effect,WSN_PP1 vs WSN,Dstyk,ENSMUSG00000042046,Downregulated,-2.201,2.201,1.92e-04,protein_coding,1,dual serine/threonine and tyrosine protein kinase
AM,Inhibitor effect,WSN_PP1 vs WSN,Vcam1,ENSMUSG00000027962,Upregulated,2.586,2.586,1.93e-04,protein_coding,3,vascular cell adhesion molecule 1
AM,Inhibitor effect,WSN_PP1 vs WSN,C1ra,ENSMUSG00000055172,Downregulated,-2.33,2.33,1.93e-04,protein_coding,6,"complement component 1, r subcomponent A"
AM,Inhibitor effect,WSN_PP1 vs WSN,Pogz,ENSMUSG00000038902,Downregulated,-2.032,2.032,1.95e-04,protein_coding,3,pogo transposable element with ZNF domain
